state,district,pincode,total_bio_5_17,total_bio_17,total_updates
Telangana,Karimnagar,505471,353,572,925
Telangana,Karimnagar,505472,419,528,947
Telangana,Karimnagar,505473,335,222,557
Telangana,Karimnagar,505474,564,615,1179
Telangana,Karimnagar,505475,360,473,833
Telangana,Karimnagar,505476,534,779,1313
Telangana,Karimnagar,505480,200,207,407
Telangana,Karimnagar,505481,669,1013,1682
Telangana,Karimnagar,505490,244,229,473
Telangana,Karimnagar,505497,287,483,770
Telangana,Karimnagar,505498,378,384,762
Telangana,Karimnagar,505501,1007,628,1635
Telangana,Karimnagar,505502,476,612,1088
Telangana,Karimnagar,505503,1435,1968,3403
Telangana,Karimnagar,505504,780,1178,1958
Telangana,Karimnagar,505505,362,419,781
Telangana,Karimnagar,505514,416,817,1233
Telangana,Karimnagar,505524,692,1092,1784
Telangana,Karimnagar,505525,906,1025,1931
Telangana,Karimnagar,505526,842,920,1762
Telangana,Karimnagar,505527,257,180,437
Telangana,Karimnagar,505528,405,422,827
Telangana,Karimnagar,505529,782,430,1212
Telangana,Karimnagar,505530,922,1331,2253
Telangana,Karimnagar,505531,993,527,1520
Telangana,Karimnagar,505532,1034,704,1738
Telangana,Karimnagar,506168,11,27,38
Telangana,Karimnagar,506169,0,4,4
Telangana,Khammam,507001,2298,1048,3346
Telangana,Khammam,507002,1906,914,2820
Telangana,Khammam,507003,2917,1300,4217
Telangana,Khammam,507101,2457,535,2992
Telangana,Khammam,507103,61,9,70
Telangana,Khammam,507111,587,187,774
Telangana,Khammam,507114,745,374,1119
Telangana,Khammam,507115,2238,609,2847
Telangana,Khammam,507116,229,33,262
Telangana,Khammam,507117,993,200,1193
Telangana,Khammam,507118,277,59,336
Telangana,Khammam,507119,161,52,213
Telangana,Khammam,507120,344,76,420
Telangana,Khammam,507122,1482,693,2175
Telangana,Khammam,507123,1906,353,2259
Telangana,Khammam,507124,576,73,649
Telangana,Khammam,507125,96,24,120
Telangana,Khammam,507128,395,113,508
Telangana,Khammam,507129,54,1,55
Telangana,Khammam,507133,93,36,129
Telangana,Khammam,507136,452,130,582
Telangana,Khammam,507137,332,38,370
Telangana,Khammam,507138,32,3,35
Telangana,Khammam,507140,68,14,82
Telangana,Khammam,507154,84,20,104
Telangana,Khammam,507157,276,201,477
Telangana,Khammam,507158,900,479,1379
Telangana,Khammam,507159,561,433,994
Telangana,Khammam,507160,983,413,1396
Telangana,Khammam,507161,803,357,1160
Telangana,Khammam,507163,572,238,810
Telangana,Khammam,507164,805,276,1081
Telangana,Khammam,507165,1472,802,2274
Telangana,Khammam,507166,553,88,641
Telangana,Khammam,507167,1274,515,1789
Telangana,Khammam,507168,741,373,1114
Telangana,Khammam,507169,556,301,857
Telangana,Khammam,507170,700,358,1058
Telangana,Khammam,507182,1202,480,1682
Telangana,Khammam,507183,410,189,599
Telangana,Khammam,507201,830,389,1219
Telangana,Khammam,507202,560,184,744
Telangana,Khammam,507203,1208,970,2178
Telangana,Khammam,507204,754,411,1165
Telangana,Khammam,507208,1117,485,1602
Telangana,Khammam,507209,1339,568,1907
Telangana,Khammam,507210,640,122,762
Telangana,Khammam,507211,404,76,480
Telangana,Khammam,507301,592,167,759
Telangana,Khammam,507302,738,397,1135
Telangana,Khammam,507303,1288,530,1818
Telangana,Khammam,507304,439,271,710
Telangana,Khammam,507305,758,323,1081
Telangana,Khammam,507306,432,144,576
Telangana,Khammam,507316,167,41,208
Telangana,Khammam,507318,594,244,838
Telangana,Komaram Bheem,504219,31,24,55
Telangana,Komaram Bheem,504273,198,83,281
Telangana,Komaram Bheem,504292,284,350,634
Telangana,Komaram Bheem,504293,952,959,1911
Telangana,Komaram Bheem,504294,276,349,625
Telangana,Komaram Bheem,504295,521,514,1035
Telangana,Komaram Bheem,504296,1120,1010,2130
Telangana,Komaram Bheem,504299,1219,1056,2275
Telangana,Komaram Bheem,504311,20,9,29
Telangana,Komaram Bheem,504313,309,393,702
Telangana,Mahabubabad,506101,629,531,1160
Telangana,Mahabubabad,506104,160,76,236
Telangana,Mahabubabad,506105,424,226,650
Telangana,Mahabubabad,506112,936,587,1523
Telangana,Mahabubabad,506134,254,220,474
Telangana,Mahabubabad,506135,107,172,279
Telangana,Mahabubabad,506163,602,510,1112
Telangana,Mahabubabad,506310,1,2,3
Telangana,Mahabubabad,506315,714,342,1056
Telangana,Mahabubabad,506317,78,67,145
Telangana,Mahabubabad,506318,47,32,79
Telangana,Mahabubabad,506324,526,389,915
Telangana,Mahabubabad,506332,16,11,27
Telangana,Mahabubabad,506368,10,3,13
Telangana,Mahabubabad,506381,633,362,995
Telangana,Mahabubabad,507122,18,7,25
Telangana,Mahabubabad,507210,323,170,493
Telangana,Mahabubabad,507211,444,551,995
Telangana,Mahabubnagar,501502,0,1,1
Telangana,Mahabubnagar,509001,6794,6568,13362
Telangana,Mahabubnagar,509102,2314,1359,3673
Telangana,Mahabubnagar,509103,1160,627,1787
Telangana,Mahabubnagar,509104,1251,729,1980
Telangana,Mahabubnagar,509105,1162,624,1786
Telangana,Mahabubnagar,509110,1136,1268,2404
Telangana,Mahabubnagar,509120,990,388,1378
Telangana,Mahabubnagar,509125,3653,2733,6386
Telangana,Mahabubnagar,509126,1208,567,1775
Telangana,Mahabubnagar,509127,2338,1394,3732
Telangana,Mahabubnagar,509128,1316,653,1969
Telangana,Mahabubnagar,509129,1530,1155,2685
Telangana,Mahabubnagar,509130,1268,681,1949
Telangana,Mahabubnagar,509131,1229,615,1844
Telangana,Mahabubnagar,509132,1881,991,2872
Telangana,Mahabubnagar,509135,1527,567,2094
Telangana,Mahabubnagar,509152,427,270,697
Telangana,Mahabubnagar,509153,801,516,1317
Telangana,Mahabubnagar,509201,1290,2765,4055
Telangana,Mahabubnagar,509202,2072,1608,3680
Telangana,Mahabubnagar,509203,851,1161,2012
Telangana,Mahabubnagar,509204,1863,1297,3160
Telangana,Mahabubnagar,509205,2043,1277,3320
Telangana,Mahabubnagar,509206,1986,1647,3633
Telangana,Mahabubnagar,509207,1492,682,2174
Telangana,Mahabubnagar,509208,2245,1462,3707
Telangana,Mahabubnagar,509209,1794,2711,4505
Telangana,Mahabubnagar,509210,3168,3382,6550
Telangana,Mahabubnagar,509215,621,1048,1669
Telangana,Mahabubnagar,509216,1391,1121,2512
Telangana,Mahabubnagar,509217,27,21,48
Telangana,Mahabubnagar,509219,779,575,1354
Telangana,Mahabubnagar,509228,1009,419,1428
Telangana,Mahabubnagar,509235,1087,2302,3389
Telangana,Mahabubnagar,509301,3504,2861,6365
Telangana,Mahabubnagar,509311,1270,956,2226
Telangana,Mahabubnagar,509320,1117,1512,2629
Telangana,Mahabubnagar,509321,1326,851,2177
Telangana,Mahabubnagar,509324,1586,1708,3294
Telangana,Mahabubnagar,509325,289,109,398
Telangana,Mahabubnagar,509326,83,161,244
Telangana,Mahabubnagar,509327,498,627,1125
Telangana,Mahabubnagar,509334,1821,1249,3070
Telangana,Mahabubnagar,509335,63,20,83
Telangana,Mahabubnagar,509336,2061,878,2939
Telangana,Mahabubnagar,509337,455,318,773
Telangana,Mahabubnagar,509338,1814,1160,2974
Telangana,Mahabubnagar,509339,2135,1368,3503
Telangana,Mahabubnagar,509340,1782,1167,2949
Telangana,Mahabubnagar,509349,793,1484,2277
Telangana,Mahabubnagar,509350,1237,531,1768
Telangana,Mahabubnagar,509351,636,387,1023
Telangana,Mahabubnagar,509352,648,473,1121
Telangana,Mahabubnagar,509353,900,535,1435
Telangana,Mahabubnagar,509357,1007,936,1943
Telangana,Mahabubnagar,509358,409,231,640
Telangana,Mahabubnagar,509360,910,487,1397
Telangana,Mahabubnagar,509371,2740,1489,4229
Telangana,Mahabubnagar,509375,1801,2920,4721
Telangana,Mahabubnagar,509376,1075,1716,2791
Telangana,Mahabubnagar,509380,1562,2022,3584
Telangana,Mahabubnagar,509381,1203,1356,2559
Telangana,Mahabubnagar,509382,2580,3033,5613
Telangana,Mahabubnagar,509385,1306,2733,4039
Telangana,Mahabubnagar,509401,1770,2958,4728
Telangana,Mahabubnagar,509406,758,1136,1894
Telangana,Mahabubnagar,509407,1378,1133,2511
Telangana,Mahabubnagar,509408,1307,1021,2328
Telangana,Mahabubnagar,509409,907,595,1502
Telangana,Mahabubnagar,509410,533,472,1005
Telangana,Mahabubnagar,509411,2217,1304,3521
Telangana,Mahabubnagar,509412,1429,1355,2784
Telangana,Mancherial,504201,728,560,1288
Telangana,Mancherial,504204,353,242,595
Telangana,Mancherial,504205,198,260,458
Telangana,Mancherial,504206,170,132,302
Telangana,Mancherial,504207,226,175,401
Telangana,Mancherial,504208,1233,681,1914
Telangana,Mancherial,504209,202,108,310
Telangana,Mancherial,504214,338,457,795
Telangana,Mancherial,504215,438,360,798
Telangana,Mancherial,504216,417,200,617
Telangana,Mancherial,504218,141,159,300
Telangana,Mancherial,504219,196,112,308
Telangana,Mancherial,504220,10,10,20
Telangana,Mancherial,504231,555,436,991
Telangana,Mancherial,504251,584,545,1129
Telangana,Mancherial,504272,170,102,272
Telangana,Mancherial,504273,187,76,263
Telangana,Mancherial,504294,0,2,2
Telangana,Mancherial,504301,325,150,475
Telangana,Mancherial,504302,558,265,823
Telangana,Mancherial,504303,229,119,348
Telangana,Medak,502001,1180,636,1816
Telangana,Medak,502032,2225,983,3208
Telangana,Medak,502101,417,240,657
Telangana,Medak,502102,1580,1065,2645
Telangana,Medak,502103,2060,761,2821
Telangana,Medak,502107,468,145,613
Telangana,Medak,502108,1600,889,2489
Telangana,Medak,502109,902,1023,1925
Telangana,Medak,502110,897,648,1545
Telangana,Medak,502113,773,859,1632
Telangana,Medak,502114,474,230,704
Telangana,Medak,502115,339,242,581
Telangana,Medak,502117,459,391,850
Telangana,Medak,502125,186,200,386
Telangana,Medak,502130,292,303,595
Telangana,Medak,502205,27,16,43
Telangana,Medak,502210,736,672,1408
Telangana,Medak,502220,1743,1590,3333
Telangana,Medak,502221,850,979,1829
Telangana,Medak,502228,238,228,466
Telangana,Medak,502246,539,680,1219
Telangana,Medak,502247,1064,520,1584
Telangana,Medak,502248,1041,430,1471
Telangana,Medak,502249,660,791,1451
Telangana,Medak,502251,584,586,1170
Telangana,Medak,502255,950,545,1495
Telangana,Medak,502256,452,559,1011
Telangana,Medak,502257,819,1398,2217
Telangana,Medak,502267,325,352,677
Telangana,Medak,502269,1258,1334,2592
Telangana,Medak,502270,1448,1911,3359
Telangana,Medak,502271,1116,950,2066
Telangana,Medak,502273,1070,1238,2308
Telangana,Medak,502276,743,369,1112
Telangana,Medak,502277,391,300,691
Telangana,Medak,502278,1470,560,2030
Telangana,Medak,502279,1601,2429,4030
Telangana,Medak,502280,677,534,1211
Telangana,Medak,502281,579,732,1311
Telangana,Medak,502285,380,475,855
Telangana,Medak,502286,3263,3371,6634
Telangana,Medak,502287,1462,2357,3819
Telangana,Medak,502290,1153,1112,2265
Telangana,Medak,502291,1248,945,2193
Telangana,Medak,502293,576,1485,2061
Telangana,Medak,502294,178,252,430
Telangana,Medak,502295,529,722,1251
Telangana,Medak,502296,1336,1139,2475
Telangana,Medak,502300,476,286,762
Telangana,Medak,502301,852,484,1336
Telangana,Medak,502302,1353,1333,2686
Telangana,Medak,502303,577,323,900
Telangana,Medak,502305,138,100,238
Telangana,Medak,502306,541,589,1130
Telangana,Medak,502307,506,299,805
Telangana,Medak,502310,227,308,535
Telangana,Medak,502311,253,154,407
Telangana,Medak,502312,313,360,673
Telangana,Medak,502313,2440,2766,5206
Telangana,Medak,502314,966,965,1931
Telangana,Medak,502316,938,1151,2089
Telangana,Medak,502318,627,544,1171
Telangana,Medak,502319,1487,1153,2640
Telangana,Medak,502321,568,675,1243
Telangana,Medak,502324,9,0,9
Telangana,Medak,502325,926,498,1424
Telangana,Medak,502329,267,207,474
Telangana,Medak,502331,793,631,1424
Telangana,Medak,502334,1875,1341,3216
Telangana,Medak,502335,678,349,1027
Telangana,Medak,502336,1333,1362,2695
Telangana,Medak,502345,686,1102,1788
Telangana,Medak,502371,791,1079,1870
Telangana,Medak,502372,628,456,1084
Telangana,Medak,502375,1025,581,1606
Telangana,Medak,502381,830,933,1763
Telangana,Medchal-Malkajgiri,500010,797,1102,1899
Telangana,Medchal-Malkajgiri,500014,250,261,511
Telangana,Medchal-Malkajgiri,500015,2,2,4
Telangana,Medchal-Malkajgiri,500016,7,19,26
Telangana,Medchal-Malkajgiri,500018,1227,1436,2663
Telangana,Medchal-Malkajgiri,500037,687,986,1673
Telangana,Medchal-Malkajgiri,500039,511,460,971
Telangana,Medchal-Malkajgiri,500040,284,450,734
Telangana,Medchal-Malkajgiri,500043,438,524,962
Telangana,Medchal-Malkajgiri,500049,73,84,157
Telangana,Medchal-Malkajgiri,500051,53,40,93
Telangana,Medchal-Malkajgiri,500055,1743,1656,3399
Telangana,Medchal-Malkajgiri,500056,560,388,948
Telangana,Medchal-Malkajgiri,500062,771,980,1751
Telangana,Medchal-Malkajgiri,500067,199,247,446
Telangana,Medchal-Malkajgiri,500068,169,456,625
Telangana,Medchal-Malkajgiri,500072,1189,1569,2758
Telangana,Medchal-Malkajgiri,500076,2,5,7
Telangana,Medchal-Malkajgiri,500078,18,12,30
Telangana,Medchal-Malkajgiri,500083,507,569,1076
Telangana,Medchal-Malkajgiri,500085,365,551,916
Telangana,Medchal-Malkajgiri,500087,778,696,1474
Telangana,Medchal-Malkajgiri,500090,1255,1434,2689
Telangana,Medchal-Malkajgiri,500092,554,710,1264
Telangana,Medchal-Malkajgiri,500098,201,363,564
Telangana,Medchal-Malkajgiri,500100,167,232,399
Telangana,Medchal-Malkajgiri,500101,71,31,102
Telangana,Medchal-Malkajgiri,500103,5,4,9
Telangana,Medchal-Malkajgiri,501301,460,765,1225
Telangana,Medchal-Malkajgiri,501401,457,298,755
Telangana,Medchal?Malkajgiri,500014,22,15,37
Telangana,Medchal?Malkajgiri,500039,40,29,69
Telangana,Medchal?Malkajgiri,500043,26,18,44
Telangana,Medchal?Malkajgiri,500049,2,0,2
Telangana,Medchal?Malkajgiri,500055,132,95,227
Telangana,Medchal?Malkajgiri,500056,46,31,77
Telangana,Medchal?Malkajgiri,500072,107,65,172
Telangana,Medchal?Malkajgiri,500083,11,13,24
Telangana,Medchal?Malkajgiri,500085,19,12,31
Telangana,Medchal?Malkajgiri,500087,36,39,75
Telangana,Medchal?Malkajgiri,500090,34,33,67
Telangana,Medchal?Malkajgiri,501301,15,16,31
Telangana,Medchal−Malkajgiri,500014,104,36,140
Telangana,Medchal−Malkajgiri,500018,8,0,8
Telangana,Medchal−Malkajgiri,500037,17,2,19
Telangana,Medchal−Malkajgiri,500039,219,67,286
Telangana,Medchal−Malkajgiri,500043,151,57,208
Telangana,Medchal−Malkajgiri,500049,23,11,34
Telangana,Medchal−Malkajgiri,500055,795,249,1044
Telangana,Medchal−Malkajgiri,500056,297,89,386
Telangana,Medchal−Malkajgiri,500067,39,19,58
Telangana,Medchal−Malkajgiri,500072,571,179,750
Telangana,Medchal−Malkajgiri,500078,7,1,8
Telangana,Medchal−Malkajgiri,500083,154,49,203
Telangana,Medchal−Malkajgiri,500085,109,32,141
Telangana,Medchal−Malkajgiri,500087,367,115,482
Telangana,Medchal−Malkajgiri,500090,361,176,537
Telangana,Medchal−Malkajgiri,500100,9,5,14
Telangana,Medchal−Malkajgiri,501301,80,34,114
Telangana,Medchal−Malkajgiri,501401,155,26,181
Telangana,Mulugu,506164,1,3,4
Telangana,Mulugu,506165,268,500,768
Telangana,Mulugu,506168,31,13,44
Telangana,Mulugu,506172,339,418,757
Telangana,Mulugu,506343,333,221,554
Telangana,Mulugu,506344,207,416,623
Telangana,Mulugu,506345,196,165,361
Telangana,Mulugu,506347,195,364,559
Telangana,Mulugu,506349,85,111,196
Telangana,Mulugu,506352,207,257,464
Telangana,Mulugu,507133,138,102,240
Telangana,Mulugu,507136,353,464,817
Telangana,Nagarkurnool,509102,314,265,579
Telangana,Nagarkurnool,509105,175,166,341
Telangana,Nagarkurnool,509201,342,285,627
Telangana,Nagarkurnool,509203,471,564,1035
Telangana,Nagarkurnool,509206,167,104,271
Telangana,Nagarkurnool,509209,433,687,1120
Telangana,Nagarkurnool,509215,381,238,619
Telangana,Nagarkurnool,509235,132,64,196
Telangana,Nagarkurnool,509301,93,14,107
Telangana,Nagarkurnool,509320,406,231,637
Telangana,Nagarkurnool,509324,825,610,1435
Telangana,Nagarkurnool,509326,14,7,21
Telangana,Nagarkurnool,509349,305,171,476
Telangana,Nagarkurnool,509357,16,8,24
Telangana,Nagarkurnool,509360,321,256,577
Telangana,Nagarkurnool,509371,2,1,3
Telangana,Nagarkurnool,509375,701,342,1043
Telangana,Nagarkurnool,509376,332,227,559
Telangana,Nagarkurnool,509385,428,322,750
Telangana,Nagarkurnool,509401,532,320,852
Telangana,Nagarkurnool,509406,243,100,343
Telangana,Nagarkurnool,509411,68,3,71
Telangana,Nagarkurnool,509412,509,259,768
Telangana,Nalgonda,508001,4522,4635,9157
Telangana,Nalgonda,508004,577,459,1036
Telangana,Nalgonda,508101,1198,429,1627
Telangana,Nalgonda,508105,966,662,1628
Telangana,Nalgonda,508111,862,309,1171
Telangana,Nalgonda,508112,1013,308,1321
Telangana,Nalgonda,508113,1193,334,1527
Telangana,Nalgonda,508114,1245,727,1972
Telangana,Nalgonda,508115,787,451,1238
Telangana,Nalgonda,508116,2859,1665,4524
Telangana,Nalgonda,508126,1015,533,1548
Telangana,Nalgonda,508201,1417,437,1854
Telangana,Nalgonda,508202,1565,1366,2931
Telangana,Nalgonda,508203,309,249,558
Telangana,Nalgonda,508204,2351,791,3142
Telangana,Nalgonda,508205,1057,646,1703
Telangana,Nalgonda,508206,1749,1457,3206
Telangana,Nalgonda,508207,6826,6405,13231
Telangana,Nalgonda,508210,1263,576,1839
Telangana,Nalgonda,508211,2185,1269,3454
Telangana,Nalgonda,508212,1269,624,1893
Telangana,Nalgonda,508213,3979,2172,6151
Telangana,Nalgonda,508217,1117,1010,2127
Telangana,Nalgonda,508218,1139,629,1768
Telangana,Nalgonda,508221,1382,642,2024
Telangana,Nalgonda,508222,630,358,988
Telangana,Nalgonda,508223,931,395,1326
Telangana,Nalgonda,508233,673,246,919
Telangana,Nalgonda,508234,350,93,443
Telangana,Nalgonda,508238,774,1027,1801
Telangana,Nalgonda,508243,1548,1333,2881
Telangana,Nalgonda,508244,1129,1163,2292
Telangana,Nalgonda,508245,1231,1082,2313
Telangana,Nalgonda,508246,1293,432,1725
Telangana,Nalgonda,508247,1084,840,1924
Telangana,Nalgonda,508248,3826,5867,9693
Telangana,Nalgonda,508250,1321,1115,2436
Telangana,Nalgonda,508252,1430,551,1981
Telangana,Nalgonda,508253,1214,631,1845
Telangana,Nalgonda,508254,1038,835,1873
Telangana,Nalgonda,508255,1477,1147,2624
Telangana,Nalgonda,508256,1024,628,1652
Telangana,Nalgonda,508257,785,479,1264
Telangana,Nalgonda,508258,1949,3117,5066
Telangana,Nalgonda,508266,1337,976,2313
Telangana,Nalgonda,508277,1481,744,2225
Telangana,Nalgonda,508278,1287,931,2218
Telangana,Nalgonda,508279,500,241,741
Telangana,Nalgonda,508280,881,435,1316
Telangana,Nalgonda,508284,1182,371,1553
Telangana,Nalgonda,508285,599,198,797
Telangana,Nalgonda,508286,507,314,821
Telangana,Nalgonda,508355,1528,985,2513
Telangana,Nalgonda,508373,1266,844,2110
Telangana,Nalgonda,508374,1078,796,1874
Telangana,Nalgonda,508376,530,222,752
Telangana,Nalgonda,508377,393,687,1080
Telangana,Narayanpet,509130,221,169,390
Telangana,Narayanpet,509204,88,64,152
Telangana,Narayanpet,509205,186,183,369
Telangana,Narayanpet,509208,648,795,1443
Telangana,Narayanpet,509311,17,16,33
Telangana,Narayanpet,509336,68,47,115
Telangana,Narayanpet,509339,4,6,10
Telangana,Narayanpet,509340,0,1,1
Telangana,Narayanpet,509350,0,1,1
Telangana,Narayanpet,509351,261,329,590
Telangana,Narayanpet,509352,305,402,707
Telangana,Narayanpet,509353,197,198,395
Telangana,Narayanpet,509371,61,57,118
Telangana,Narayanpet,509407,420,494,914
Telangana,Narayanpet,509409,67,71,138
Telangana,Narayanpet,509411,386,525,911
Telangana,Nirmal,504101,311,199,510
Telangana,Nirmal,504102,554,390,944
Telangana,Nirmal,504103,1445,2280,3725
Telangana,Nirmal,504104,284,223,507
Telangana,Nirmal,504105,271,284,555
Telangana,Nirmal,504106,1078,1393,2471
Telangana,Nirmal,504109,445,252,697
Telangana,Nirmal,504110,243,411,654
Telangana,Nirmal,504202,243,125,368
Telangana,Nirmal,504203,577,398,975
Telangana,Nirmal,504205,3,2,5
Telangana,Nirmal,504306,275,370,645
Telangana,Nirmal,504310,511,757,1268
Telangana,Nizamabad,502371,29,37,66
Telangana,Nizamabad,503001,6864,4782,11646
Telangana,Nizamabad,503002,1794,1730,3524
Telangana,Nizamabad,503003,1320,924,2244
Telangana,Nizamabad,503101,628,812,1440
Telangana,Nizamabad,503102,176,184,360
Telangana,Nizamabad,503108,695,614,1309
Telangana,Nizamabad,503110,389,396,785
Telangana,Nizamabad,503111,1822,1404,3226
Telangana,Nizamabad,503114,953,851,1804
Telangana,Nizamabad,503120,290,308,598
Telangana,Nizamabad,503122,1072,1323,2395
Telangana,Nizamabad,503123,490,238,728
Telangana,Nizamabad,503124,743,705,1448
Telangana,Nizamabad,503125,444,958,1402
Telangana,Nizamabad,503144,419,437,856
Telangana,Nizamabad,503145,470,532,1002
Telangana,Nizamabad,503164,2465,1149,3614
Telangana,Nizamabad,503165,3124,2017,5141
Telangana,Nizamabad,503174,27,5,32
Telangana,Nizamabad,503175,2377,933,3310
Telangana,Nizamabad,503180,561,357,918
Telangana,Nizamabad,503185,3175,2189,5364
Telangana,Nizamabad,503186,798,453,1251
Telangana,Nizamabad,503187,1971,2414,4385
Telangana,Nizamabad,503188,793,459,1252
Telangana,Nizamabad,503201,942,489,1431
Telangana,Nizamabad,503202,676,283,959
Telangana,Nizamabad,503206,862,712,1574
Telangana,Nizamabad,503207,1591,1518,3109
Telangana,Nizamabad,503212,1157,1034,2191
Telangana,Nizamabad,503213,859,498,1357
Telangana,Nizamabad,503217,878,703,1581
Telangana,Nizamabad,503218,699,609,1308
Telangana,Nizamabad,503219,744,428,1172
Telangana,Nizamabad,503224,3279,3166,6445
Telangana,Nizamabad,503225,860,723,1583
Telangana,Nizamabad,503230,1382,934,2316
Telangana,Nizamabad,503235,1273,820,2093
Telangana,Nizamabad,503245,1358,642,2000
Telangana,Nizamabad,503246,1145,530,1675
Telangana,Nizamabad,503301,622,983,1605
Telangana,Nizamabad,503302,538,956,1494
Telangana,Nizamabad,503305,1314,1501,2815
Telangana,Nizamabad,503306,791,1222,2013
Telangana,Nizamabad,503307,2626,1638,4264
Telangana,Nizamabad,503308,1031,778,1809
Telangana,Nizamabad,503309,1365,2851,4216
Telangana,Nizamabad,503310,1626,3150,4776
Telangana,Nizamabad,503311,846,779,1625
Telangana,Nizamabad,503321,577,847,1424
Telangana,Nizamabad,503322,1,0,1
Telangana,Nizamabad,505307,112,38,150
Telangana,Nizamabad,505325,71,39,110
Telangana,Peddapalli,505152,53,203,256
Telangana,Peddapalli,505153,146,69,215
Telangana,Peddapalli,505162,93,265,358
Telangana,Peddapalli,505174,24,21,45
Telangana,Peddapalli,505184,349,461,810
Telangana,Peddapalli,505185,329,1260,1589
Telangana,Peddapalli,505186,118,323,441
Telangana,Peddapalli,505187,205,160,365
Telangana,Peddapalli,505188,37,57,94
Telangana,Peddapalli,505208,209,159,368
Telangana,Peddapalli,505209,20,12,32
Telangana,Peddapalli,505212,194,211,405
Telangana,Peddapalli,505214,14,21,35
Telangana,Peddapalli,505215,25,37,62
Telangana,Peddapalli,505415,17,7,24
Telangana,Peddapalli,505416,159,109,268
Telangana,Peddapalli,505514,69,41,110
Telangana,Peddapalli,505525,309,641,950
Telangana,Rajanna Sircilla,505301,903,842,1745
Telangana,Rajanna Sircilla,505302,571,571,1142
Telangana,Rajanna Sircilla,505303,246,211,457
Telangana,Rajanna Sircilla,505304,263,114,377
Telangana,Rajanna Sircilla,505305,406,331,737
Telangana,Rajanna Sircilla,505307,316,133,449
Telangana,Rajanna Sircilla,505401,87,43,130
Telangana,Rajanna Sircilla,505402,324,190,514
Telangana,Rajanna Sircilla,505403,280,126,406
Telangana,Rajanna Sircilla,505404,300,414,714
Telangana,Rajanna Sircilla,505405,326,366,692
Telangana,Rajanna Sircilla,505524,282,360,642
Telangana,Rajanna Sircilla,505528,22,8,30
Telangana,Rajanna Sircilla,505530,41,9,50
Telangana,Rangareddy,500068,11,31,42
Telangana,Rangareddy,501505,276,653,929
Telangana,Rangareddy,501510,324,911,1235
Telangana,Rangareddy,501511,132,254,386
Telangana,Rangareddy,501512,49,45,94
Telangana,Rangareddy,509207,86,14,100
Telangana,Sangareddy,502001,856,797,1653
Telangana,Sangareddy,502032,2718,1572,4290
Telangana,Sangareddy,502205,13,2,15
Telangana,Sangareddy,502210,417,147,564
Telangana,Sangareddy,502220,939,488,1427
Telangana,Sangareddy,502221,318,132,450
Telangana,Sangareddy,502228,89,12,101
Telangana,Sangareddy,502246,265,275,540
Telangana,Sangareddy,502249,208,95,303
Telangana,Sangareddy,502251,117,59,176
Telangana,Sangareddy,502256,129,24,153
Telangana,Sangareddy,502257,485,184,669
Telangana,Sangareddy,502269,97,45,142
Telangana,Sangareddy,502270,410,454,864
Telangana,Sangareddy,502273,411,306,717
Telangana,Sangareddy,502284,1,1,2
Telangana,Sangareddy,502285,180,102,282
Telangana,Sangareddy,502286,717,391,1108
Telangana,Sangareddy,502287,357,210,567
Telangana,Sangareddy,502290,7,2,9
Telangana,Sangareddy,502291,715,304,1019
Telangana,Sangareddy,502293,232,93,325
Telangana,Sangareddy,502294,44,21,65
Telangana,Sangareddy,502295,206,171,377
Telangana,Sangareddy,502296,410,157,567
Telangana,Sangareddy,502300,349,213,562
Telangana,Sangareddy,502305,37,14,51
Telangana,Sangareddy,502306,160,109,269
Telangana,Sangareddy,502307,394,175,569
Telangana,Sangareddy,502313,323,191,514
Telangana,Sangareddy,502314,80,14,94
Telangana,Sangareddy,502318,325,157,482
Telangana,Sangareddy,502319,1286,740,2026
Telangana,Sangareddy,502321,244,177,421
Telangana,Sangareddy,502324,5,3,8
Telangana,Sangareddy,502329,69,29,98
Telangana,Sangareddy,502345,277,109,386
Telangana,Sangareddy,502371,120,92,212
Telangana,Sangareddy,503305,2,0,2
Telangana,Siddipet,502102,236,130,366
Telangana,Siddipet,502103,1484,981,2465
Telangana,Siddipet,502107,397,156,553
Telangana,Siddipet,502108,684,303,987
Telangana,Siddipet,502114,321,205,526
Telangana,Siddipet,502247,250,88,338
Telangana,Siddipet,502267,154,50,204
Telangana,Siddipet,502276,448,165,613
Telangana,Siddipet,502277,172,92,264
Telangana,Siddipet,502278,1388,1942,3330
Telangana,Siddipet,502279,781,197,978
Telangana,Siddipet,502280,52,75,127
Telangana,Siddipet,502281,363,97,460
Telangana,Siddipet,502301,375,60,435
Telangana,Siddipet,502310,70,16,86
Telangana,Siddipet,502311,127,34,161
Telangana,Siddipet,502312,187,35,222
Telangana,Siddipet,502334,240,60,300
Telangana,Siddipet,502336,242,40,282
Telangana,Siddipet,502372,284,114,398
Telangana,Siddipet,502375,150,145,295
Telangana,Siddipet,505405,1,0,1
Telangana,Siddipet,505466,186,138,324
Telangana,Siddipet,505467,295,194,489
Telangana,Siddipet,505472,19,8,27
Telangana,Siddipet,505473,258,214,472
Telangana,Siddipet,505481,12,3,15
Telangana,Siddipet,505528,92,109,201
Telangana,Siddipet,505530,45,93,138
Telangana,Siddipet,506223,174,165,339
Telangana,Siddipet,506224,57,22,79
Telangana,Siddipet,506355,185,55,240
Telangana,Siddipet,506367,312,182,494
