date,state,district,bio_age_5_17,bio_age_17_,total_bio,total_bio_lag_7,total_bio_lag_14,total_bio_roll_mean_7,total_bio_roll_mean_30,total_bio_roll_std_30,capacity_ratio,risk_level,z_score,is_anomaly_z,is_anomaly_if,day,month,weekday,year
2025-12-23,Tripura,West Tripura,0,1,1,140.0,473.0,231.0,403.9,222.50569151961454,0.0024697456162015314,Low,-1.8026386588219927,0,0,23,12,1,2025
2025-12-25,Tripura,West Tripura,172,229,401,64.0,169.0,279.14285714285717,403.3666666666667,222.49238395851086,0.9916742230648751,Low,-0.010589473452061893,0,0,25,12,3,2025
2025-12-26,Tripura,West Tripura,98,182,280,286.0,290.0,278.2857142857143,395.6666666666667,222.63613941746706,0.7058823529411764,Low,-0.5172091906431495,0,0,26,12,4,2025
2025-12-27,Tripura,West Tripura,68,123,191,484.0,488.0,236.42857142857142,391.8666666666667,225.19520012851234,0.4861700322416426,Low,-0.8880235590876583,0,0,27,12,5,2025
2025-12-28,Tripura,West Tripura,14,32,46,98.0,591.0,229.0,381.0,233.8847343575857,0.12041884816753927,Low,-1.4262314701559107,0,0,28,12,6,2025
2025-12-29,Tripura,West Tripura,127,167,294,569.0,456.0,189.71428571428572,376.06666666666666,234.11446262287296,0.7797029702970297,Low,-0.3490498447060775,0,0,29,12,0,2025
2025-03-01,Uttar Pradesh,Agra,15175,9350,24525,,,24525.0,24525.0,0.0,0.9999592269428361,Low,0.0,0,1,1,3,5,2025
2025-04-01,Uttar Pradesh,Agra,23587,9962,33549,,,29037.0,29037.0,6380.931593427405,1.1553481644741372,Medium,0.7069959829476704,0,1,1,4,1,2025
2025-05-01,Uttar Pradesh,Agra,19333,9245,28578,,,28884.0,28884.0,4519.775547524457,0.98937164618314,Low,-0.06768750113408381,0,1,1,5,3,2025
2025-06-01,Uttar Pradesh,Agra,12660,8413,21073,,,26931.25,26931.25,5373.252669473119,0.7824448384371896,Low,-1.0900585365619462,0,1,1,6,6,2025
2025-07-01,Uttar Pradesh,Agra,25297,14465,39762,,,29497.4,29497.4,7387.794819836296,1.3479375152550646,High,1.3892116712245393,0,1,1,7,1,2025
2025-09-01,Uttar Pradesh,Agra,585,432,1017,,,24750.666666666668,24750.666666666668,13373.573713359743,0.04108814221264561,Low,-1.77453630861964,0,0,1,9,0,2025
2025-09-02,Uttar Pradesh,Agra,503,329,832,,,21333.714285714286,21333.714285714286,15191.203811353967,0.03899747560983775,Low,-1.349489155114693,0,0,2,9,1,2025
2025-09-03,Uttar Pradesh,Agra,523,301,824,24525.0,,17947.85714285714,18770.0,15823.596177860456,0.043897501465025836,Low,-1.1340573748799678,0,0,3,9,2,2025
2025-09-04,Uttar Pradesh,Agra,682,281,963,33549.0,,13292.714285714286,16791.444444444445,15947.41547329152,0.057347219649048514,Low,-0.9924775580967283,0,0,4,9,3,2025
2025-09-05,Uttar Pradesh,Agra,104,92,196,28578.0,,9238.142857142857,15131.9,15924.922399601617,0.012951912719967753,Low,-0.9378357890512902,0,0,5,9,4,2025
2025-09-06,Uttar Pradesh,Agra,574,367,941,21073.0,,6362.142857142857,13841.818181818182,15701.918996213055,0.06797748750582842,Low,-0.8215554181314548,0,0,6,9,5,2025
2025-09-07,Uttar Pradesh,Agra,161,129,290,39762.0,,723.2857142857143,12712.5,15473.878467216351,0.022810398395406457,Low,-0.8027526695164141,0,0,7,9,6,2025
2025-09-08,Uttar Pradesh,Agra,469,356,825,1017.0,,695.8571428571429,11798.076923076924,15177.539641751002,0.06992072391582131,Low,-0.7229336406576111,0,0,8,9,0,2025
2025-09-09,Uttar Pradesh,Agra,415,250,665,832.0,,672.0,11002.857142857143,14882.578027588257,0.06043335453801914,Low,-0.6945814456506931,0,0,9,9,1,2025
2025-09-10,Uttar Pradesh,Agra,652,444,1096,824.0,24525.0,710.8571428571429,10342.4,14567.545723285033,0.10596128932459346,Low,-0.6346824299162132,0,0,10,9,2,2025
2025-09-11,Uttar Pradesh,Agra,793,334,1127,963.0,33549.0,734.2857142857143,9766.4375,14260.909998868705,0.115383384843773,Low,-0.6057700196316836,0,0,11,9,3,2025
2025-09-12,Uttar Pradesh,Agra,964,367,1331,196.0,28578.0,896.4285714285714,9270.235294117647,13958.81046386749,0.1435623148130524,Low,-0.5687208515235188,0,0,12,9,4,2025
2025-09-13,Uttar Pradesh,Agra,885,319,1204,941.0,21073.0,934.0,8822.111111111111,13674.845326101882,0.13645980253878703,Low,-0.5570486452176446,0,0,13,9,5,2025
2025-09-14,Uttar Pradesh,Agra,273,121,394,290.0,39762.0,948.8571428571429,8378.526315789473,13429.482874003674,0.047019364239908046,Low,-0.5945077619840826,0,0,14,9,6,2025
2025-09-15,Uttar Pradesh,Agra,1337,350,1687,825.0,1017.0,1072.0,8043.95,13156.65907630049,0.20969676629438344,Low,-0.4831368530782278,0,0,15,9,0,2025
2025-09-16,Uttar Pradesh,Agra,1426,376,1802,665.0,832.0,1234.4285714285713,7746.714285714285,12895.663015691973,0.23258472544898035,Low,-0.4609498037190763,0,0,16,9,1,2025
2025-09-17,Uttar Pradesh,Agra,1541,360,1901,1096.0,824.0,1349.4285714285713,7481.0,12646.440451575223,0.2540764501470195,Low,-0.44119598913035546,0,0,17,9,2,2025
2025-09-18,Uttar Pradesh,Agra,1447,344,1791,1127.0,963.0,1444.2857142857142,7233.608695652174,12412.512055250509,0.24756003750090147,Low,-0.4384422934805246,0,0,18,9,3,2025
2025-09-19,Uttar Pradesh,Agra,1358,400,1758,1331.0,196.0,1505.2857142857142,7005.458333333333,12191.021375262268,0.250911361541435,Low,-0.4304010115976731,0,0,19,9,4,2025
2025-09-20,Uttar Pradesh,Agra,1479,381,1860,1204.0,941.0,1599.0,6799.64,11978.626385079944,0.27350367024280064,Low,-0.4123367324837515,0,0,20,9,5,2025
2025-10-13,Uttar Pradesh,Agra,2,3,5,394.0,290.0,1543.4285714285713,6538.307692307692,11812.012928435972,0.0007646069332204068,Low,-0.553060233819002,0,0,13,10,0,2025
2025-10-15,Uttar Pradesh,Agra,725,332,1057,1687.0,825.0,1453.4285714285713,6335.2962962962965,11630.568478780442,0.1668166939443535,Low,-0.4537905877376325,0,0,15,10,2,2025
2025-10-16,Uttar Pradesh,Agra,574,320,894,1802.0,665.0,1323.7142857142858,6140.964285714285,11459.386398420595,0.1455560401221108,Low,-0.45783484982996664,0,0,16,10,3,2025
2025-10-17,Uttar Pradesh,Agra,549,277,826,1901.0,1096.0,1170.142857142857,5957.689655172414,11296.093250397455,0.13862108077452806,Low,-0.45424867631254356,0,0,17,10,4,2025
2025-10-18,Uttar Pradesh,Agra,626,285,911,1791.0,1127.0,1044.4285714285713,5789.466666666666,11137.801961488334,0.15732756139401546,Low,-0.437970500196847,0,0,18,10,5,2025
2025-10-19,Uttar Pradesh,Agra,571,299,870,1758.0,1331.0,917.5714285714286,5000.966666666666,10589.515502847971,0.1739315869091491,Low,-0.39006285062854384,0,0,19,10,6,2025
2025-10-20,Uttar Pradesh,Agra,6,5,11,1860.0,1204.0,653.4285714285714,3883.0333333333333,9143.329264186727,0.002832107517099922,Low,-0.42343546710396174,0,0,20,10,0,2025
2025-10-21,Uttar Pradesh,Agra,21,17,38,5.0,394.0,658.1428571428571,2931.7,7883.211056547263,0.012957343062706721,Low,-0.3670246749162039,0,0,21,10,1,2025
2025-10-22,Uttar Pradesh,Agra,0,1,1,1057.0,1687.0,507.2857142857143,2229.3,7112.123559639994,0.00044837017441599783,Low,-0.3132660330327199,0,0,22,10,2,2025
2025-10-23,Uttar Pradesh,Agra,27,12,39,894.0,1802.0,385.14285714285717,905.2,598.3703385605111,0.043036857205914804,Low,-1.4451832936550137,0,0,23,10,3,2025
2025-10-24,Uttar Pradesh,Agra,608,298,906,826.0,1901.0,396.57142857142856,901.5,597.9982556773545,1.0038781163434902,Medium,0.007512542745072514,0,0,24,10,4,2025
2025-10-25,Uttar Pradesh,Agra,468,270,738,911.0,1791.0,371.85714285714283,898.3666666666667,598.6209141440264,0.8205774433860865,Low,-0.2674467532467476,0,0,25,10,5,2025
2025-10-26,Uttar Pradesh,Agra,855,423,1278,870.0,1758.0,430.14285714285717,913.5,602.4027607896163,1.3974849644614544,High,0.6040741337063378,0,0,26,10,6,2025
2025-10-27,Uttar Pradesh,Agra,542,350,892,11.0,1860.0,556.0,911.1333333333333,602.3410497632883,0.977927203625201,Low,-0.031712301592673,0,0,27,10,0,2025
2025-10-28,Uttar Pradesh,Agra,569,360,929,38.0,5.0,683.2857142857143,935.5666666666667,587.0035354022731,0.9919208456418834,Low,-0.011167733306525514,0,0,28,10,1,2025
2025-10-29,Uttar Pradesh,Agra,742,359,1101,1.0,1057.0,840.4285714285714,940.9,587.7809438311941,1.168913897441342,Medium,0.27191776785136806,0,0,29,10,2,2025
2025-10-30,Uttar Pradesh,Agra,666,378,1044,39.0,894.0,984.0,966.0333333333333,574.9697133453402,1.0795905001551136,Medium,0.1353659139711039,0,0,30,10,3,2025
2025-10-31,Uttar Pradesh,Agra,557,313,870,906.0,826.0,978.8571428571429,967.5333333333333,574.6477021699906,0.8982654185022027,Low,-0.1694323332928573,0,0,31,10,4,2025
2025-11-01,Uttar Pradesh,Agra,955,522,1477,738.0,911.0,1084.4285714285713,994.6,579.0131676187657,1.4835275210928083,High,0.8317052559004566,0,0,1,11,5,2025
2025-11-02,Uttar Pradesh,Agra,1415,794,2209,1278.0,870.0,1217.4285714285713,1031.7,619.9450559637102,2.139052967948097,High,1.8959809546640545,0,0,2,11,6,2025
2025-11-03,Uttar Pradesh,Agra,1323,811,2134,892.0,11.0,1394.857142857143,1065.2666666666667,651.7299490101987,2.001375515818432,High,1.6373284770431682,0,0,3,11,0,2025
2025-11-04,Uttar Pradesh,Agra,84,76,160,929.0,38.0,1285.0,1026.2333333333333,670.0744005697466,0.1557581854171399,Low,-1.2908156421968944,0,0,4,11,1,2025
2025-11-05,Uttar Pradesh,Agra,584,326,910,1101.0,1.0,1257.7142857142858,1016.4333333333333,669.5345621288808,0.894407495986633,Low,-0.1587290787747286,0,0,5,11,2,2025
2025-11-06,Uttar Pradesh,Agra,1129,659,1788,1044.0,39.0,1364.0,1062.9,673.2099303671048,1.680609079800733,High,1.075481044316843,0,0,6,11,3,2025
2025-11-07,Uttar Pradesh,Agra,352,254,606,870.0,906.0,1326.2857142857142,1026.8666666666666,667.5596697252859,0.5895706317291478,Low,-0.6295124963783749,0,0,7,11,4,2025
2025-11-08,Uttar Pradesh,Agra,297,227,524,1477.0,738.0,1190.142857142857,984.2666666666667,657.0845184356963,0.5318357128357805,Low,-0.6994035777664946,0,0,8,11,5,2025
2025-11-09,Uttar Pradesh,Agra,507,348,855,2209.0,1278.0,996.7142857142857,949.4,634.1130433323326,0.8996212121212122,Low,-0.14863495717974687,0,0,9,11,6,2025
2025-11-10,Uttar Pradesh,Agra,763,487,1250,2134.0,892.0,870.4285714285714,931.3666666666667,616.810342691033,1.3406742697794143,High,0.5157461947714298,0,0,10,11,0,2025
2025-11-11,Uttar Pradesh,Agra,1065,627,1692,160.0,929.0,1089.2857142857142,929.1666666666666,613.8709896664591,1.8190288478767247,High,1.240639656372693,0,0,11,11,1,2025
2025-11-12,Uttar Pradesh,Agra,662,431,1093,910.0,1101.0,1115.4285714285713,903.6,589.2447299078651,1.2082688481096617,Medium,0.32088384767038,0,0,12,11,2,2025
2025-11-13,Uttar Pradesh,Agra,902,517,1419,1788.0,1044.0,1062.7142857142858,950.7333333333333,571.1627543477234,1.4909638554216866,High,0.8184151504242874,0,0,13,11,3,2025
2025-11-14,Uttar Pradesh,Agra,159,98,257,606.0,870.0,1012.8571428571429,924.0666666666667,584.5487462835449,0.2778178149322571,Low,-1.139216283700568,0,0,14,11,4,2025
2025-11-15,Uttar Pradesh,Agra,582,324,906,524.0,1477.0,1067.4285714285713,924.4666666666667,584.5315680295149,0.9789655669211929,Low,-0.03153829387681425,0,0,15,11,5,2025
2025-11-16,Uttar Pradesh,Agra,1361,636,1997,855.0,2209.0,1230.5714285714287,963.5,615.9814568414123,2.0705028512182477,High,1.675090861386534,0,0,16,11,6,2025
2025-11-17,Uttar Pradesh,Agra,1189,648,1837,1250.0,2134.0,1314.4285714285713,994.3666666666667,636.1312206495702,1.8455510532132213,High,1.3225428389370857,0,0,17,11,0,2025
2025-11-18,Uttar Pradesh,Agra,1089,606,1695,1692.0,160.0,1314.857142857143,1021.8666666666667,648.2857359238698,1.6571074757218276,High,1.0367289716838315,0,0,18,11,1,2025
2025-11-19,Uttar Pradesh,Agra,458,306,764,1093.0,910.0,1267.857142857143,1046.9666666666667,621.8354635096132,0.7290308215910175,Low,-0.454320094543395,0,0,19,11,2,2025
2025-11-25,Uttar Pradesh,Agra,2107,1200,3307,1419.0,1788.0,1537.5714285714287,1155.9333333333334,717.9286744581592,2.8584188083438975,High,2.992044611779991,0,0,25,11,1,2025
2025-12-01,Uttar Pradesh,Agra,1172,564,1736,257.0,606.0,1748.857142857143,1213.7666666666667,691.0634325560468,1.429081030650605,High,0.754603275894136,0,0,1,12,0,2025
2025-12-02,Uttar Pradesh,Agra,623,436,1059,906.0,524.0,1770.7142857142858,1247.7666666666667,655.4463434907972,0.8480367295731789,Low,-0.2875584098204563,0,0,2,12,1,2025
2025-12-03,Uttar Pradesh,Agra,534,463,997,1997.0,855.0,1627.857142857143,1250.8,654.0191603225545,0.7964531075251637,Low,-0.38746958161501704,0,0,3,12,2,2025
2025-12-04,Uttar Pradesh,Agra,653,525,1178,1837.0,1250.0,1533.7142857142858,1265.4666666666667,647.0189856690031,0.9301468652945202,Low,-0.13497546923932743,0,0,4,12,3,2025
2025-12-05,Uttar Pradesh,Agra,170,137,307,1695.0,1692.0,1335.4285714285713,1233.1,670.2404792311889,0.2487642816627502,Low,-1.3796843734166875,0,0,5,12,4,2025
2025-12-06,Uttar Pradesh,Agra,349,291,640,764.0,1093.0,1317.7142857142858,1224.7,676.2153375653902,0.5221506078159419,Low,-0.8633885967527174,0,0,6,12,5,2025
2025-12-07,Uttar Pradesh,Agra,486,409,895,3307.0,1419.0,973.1428571428571,1223.5666666666666,676.7562941039035,0.7308707842229905,Low,-0.48478585816909525,0,0,7,12,6,2025
2025-12-08,Uttar Pradesh,Agra,474,362,836,1736.0,257.0,844.5714285714286,1214.7333333333333,680.1322859832751,0.6876508006141697,Low,-0.5560349158704143,0,0,8,12,0,2025
2025-12-09,Uttar Pradesh,Agra,762,686,1448,1059.0,906.0,900.1428571428571,1228.2,680.6346125948363,1.178001952489424,Medium,0.3224601508471946,0,0,9,12,1,2025
2025-12-10,Uttar Pradesh,Agra,604,432,1036,997.0,1997.0,905.7142857142857,1233.7333333333333,678.292884218656,0.8390475676259381,Low,-0.2910870081625725,0,0,10,12,2,2025
2025-12-11,Uttar Pradesh,Agra,708,629,1337,1178.0,1837.0,928.4285714285714,1229.0666666666666,677.0419399902793,1.0869329575632758,Medium,0.15918386012357993,0,0,11,12,3,2025
2025-12-12,Uttar Pradesh,Agra,753,593,1346,307.0,1695.0,1076.857142857143,1200.3,651.8347130243236,1.1204528427536835,Medium,0.22318053420448475,0,0,12,12,4,2025
2025-12-13,Uttar Pradesh,Agra,828,539,1367,640.0,764.0,1180.7142857142858,1174.7333333333333,628.5766588825966,1.1626786119301429,Medium,0.30539039837962056,0,0,13,12,5,2025
2025-12-14,Uttar Pradesh,Agra,109,117,226,895.0,3307.0,1085.142857142857,1176.9333333333334,625.0080238565835,0.1918614522610221,Low,-1.5190433622160557,0,0,14,12,6,2025
2025-12-15,Uttar Pradesh,Agra,770,587,1357,836.0,1736.0,1159.5714285714287,1191.8333333333333,623.7518894081877,1.1376274975548415,Medium,0.26437161610367454,0,0,15,12,0,2025
2025-12-16,Uttar Pradesh,Agra,1141,714,1855,1448.0,1059.0,1217.7142857142858,1194.0666666666666,626.0756775526762,1.5522146602699989,High,1.0539929341747003,0,0,16,12,1,2025
2025-12-18,Uttar Pradesh,Agra,48,42,90,1036.0,997.0,1082.5714285714287,1176.8666666666666,649.4405408442009,0.07640932759791715,Low,-1.6709700555504,0,0,18,12,3,2025
2025-12-19,Uttar Pradesh,Agra,1201,542,1743,1337.0,1178.0,1140.5714285714287,1217.5,645.3055277447924,1.430447271235125,High,0.8130829421089293,0,0,19,12,4,2025
2025-12-20,Uttar Pradesh,Agra,300,172,472,1346.0,307.0,1015.7142857142857,1204.7333333333333,656.4174414740351,0.3914630100630322,Low,-1.1145632700136887,0,0,20,12,5,2025
2025-12-22,Uttar Pradesh,Agra,2,0,2,1367.0,640.0,820.7142857142857,1163.1333333333334,692.0293362993398,0.001718016263887298,Low,-1.675446149990692,0,0,22,12,0,2025
2025-12-23,Uttar Pradesh,Agra,0,1,1,226.0,895.0,788.5714285714286,1106.7666666666667,715.9216718537995,0.0009027171787079108,Low,-1.5423814205635615,0,0,23,12,1,2025
2025-12-25,Uttar Pradesh,Agra,931,627,1558,1357.0,836.0,817.2857142857143,1122.2666666666667,720.6315684670764,1.3870259362573447,High,0.6038168954539206,0,0,25,12,3,2025
2025-12-26,Uttar Pradesh,Agra,663,684,1347,1855.0,1448.0,744.7142857142857,1119.8666666666666,719.7285759149487,1.2017486468803902,Medium,0.31514406521899424,0,0,26,12,4,2025
2025-12-27,Uttar Pradesh,Agra,931,688,1619,90.0,1036.0,963.1428571428571,1165.2666666666667,706.2535411365171,1.3881902366525667,High,0.6415426815738654,0,0,27,12,5,2025
2025-12-28,Uttar Pradesh,Agra,405,313,718,1743.0,1337.0,816.7142857142857,1159.0,709.4601638837695,0.6189655172413793,Low,-0.6207244577785322,0,0,28,12,6,2025
2025-12-29,Uttar Pradesh,Agra,377,220,597,472.0,1346.0,834.5714285714286,1112.3333333333333,698.3958137358302,0.5362275449101797,Low,-0.7368264482177478,0,0,29,12,0,2025
2025-03-01,Uttar Pradesh,Aligarh,17052,5512,22564,,,22564.0,22564.0,0.0,0.9999556835807667,Low,0.0,0,1,1,3,5,2025
2025-04-01,Uttar Pradesh,Aligarh,21555,5911,27466,,,25015.0,25015.0,3466.237441376456,1.0979373201151263,Medium,0.7069028416545304,0,1,1,4,1,2025
2025-05-01,Uttar Pradesh,Aligarh,19473,5828,25301,,,25110.333333333332,25110.333333333332,2456.555786733396,1.007553030504155,Medium,0.07758386104435237,0,1,1,5,3,2025
2025-06-01,Uttar Pradesh,Aligarh,13950,6185,20135,,,23866.5,23866.5,3195.5588452308825,0.8436157955378653,Low,-1.167349071507701,0,1,1,6,6,2025
2025-07-01,Uttar Pradesh,Aligarh,20477,9025,29502,,,24993.6,24993.6,3743.0561443825554,1.1803349523497075,Medium,1.2041486094604215,0,1,1,7,1,2025
2025-09-01,Uttar Pradesh,Aligarh,273,188,461,,,20904.833333333332,20904.833333333332,10560.135063845852,0.0220512616095986,Low,-1.9357609963079747,0,0,1,9,0,2025
2025-09-02,Uttar Pradesh,Aligarh,504,279,783,,,18030.285714285714,18030.285714285714,12278.90651638391,0.043424524041546834,Low,-1.404512786092818,0,0,2,9,1,2025
2025-09-03,Uttar Pradesh,Aligarh,544,230,774,22564.0,,14917.42857142857,15873.25,12901.750952597757,0.04875820904924642,Low,-1.1702349410193036,0,0,3,9,2,2025
2025-09-04,Uttar Pradesh,Aligarh,372,218,590,27466.0,,11078.0,14175.111111111111,13099.670286351145,0.04161931261511933,Low,-1.0369783235644574,0,0,4,9,3,2025
2025-09-05,Uttar Pradesh,Aligarh,58,56,114,25301.0,,7479.857142857143,12769.0,13126.539080131603,0.008927173061863743,Low,-0.9640039860291267,0,0,5,9,4,2025
2025-09-06,Uttar Pradesh,Aligarh,435,218,653,20135.0,,4696.714285714285,11667.545454545454,12977.698126891659,0.05596241644202752,Low,-0.8486633518136529,0,0,6,9,5,2025
2025-09-07,Uttar Pradesh,Aligarh,49,25,74,29502.0,,492.7142857142857,10701.416666666666,12818.367237241562,0.006914326203583303,Low,-0.8290125768292949,0,0,7,9,6,2025
2025-09-08,Uttar Pradesh,Aligarh,368,233,601,461.0,,512.7142857142857,9924.461538461539,12588.310620144022,0.06055134037556866,Low,-0.7405855506927573,0,0,8,9,0,2025
2025-09-09,Uttar Pradesh,Aligarh,478,243,721,783.0,,503.85714285714283,9267.07142857143,12342.048860356555,0.07779396237466571,Low,-0.6923792917987815,0,0,9,9,1,2025
2025-09-10,Uttar Pradesh,Aligarh,735,344,1079,774.0,22564.0,547.4285714285714,8721.2,12079.543186726889,0.12370732154731603,Low,-0.6326040047931474,0,0,10,9,2,2025
2025-09-11,Uttar Pradesh,Aligarh,818,292,1110,590.0,27466.0,621.7142857142857,8245.5,11824.056855975166,0.13460255866125023,Low,-0.6034220458225072,0,0,11,9,3,2025
2025-09-12,Uttar Pradesh,Aligarh,1073,287,1360,114.0,25301.0,799.7142857142857,7840.470588235294,11569.75066778476,0.173436855331758,Low,-0.5600734796125367,0,0,12,9,4,2025
2025-09-13,Uttar Pradesh,Aligarh,827,205,1032,653.0,20135.0,853.8571428571429,7462.222222222223,11338.445964456016,0.13827807470708212,Low,-0.567066701704654,0,0,13,9,5,2025
2025-09-14,Uttar Pradesh,Aligarh,166,32,198,74.0,29502.0,871.5714285714286,7079.894736842105,11144.300186865516,0.02796256791811918,Low,-0.6174705590211256,0,0,14,9,6,2025
2025-09-15,Uttar Pradesh,Aligarh,1186,288,1474,601.0,461.0,996.2857142857143,6799.6,10919.254921564258,0.21674558127224067,Low,-0.48768092304178023,0,0,15,9,0,2025
2025-09-16,Uttar Pradesh,Aligarh,1478,290,1768,721.0,783.0,1145.857142857143,6560.0,10699.261329643274,0.26947111720774275,Low,-0.4478395295565885,0,0,16,9,1,2025
2025-09-17,Uttar Pradesh,Aligarh,1341,319,1660,1079.0,774.0,1228.857142857143,6337.272727272727,10493.541089105458,0.26190100543595185,Low,-0.4456862560791986,0,0,17,9,2,2025
2025-09-18,Uttar Pradesh,Aligarh,1367,322,1689,1110.0,590.0,1311.5714285714287,6135.173913043478,10297.990813093651,0.2752529546807244,Low,-0.4317096688144262,0,0,18,9,3,2025
2025-09-19,Uttar Pradesh,Aligarh,1242,278,1520,1360.0,114.0,1334.4285714285713,5942.875,10115.596787881572,0.25572543164181616,Low,-0.43719000497262633,0,0,19,9,4,2025
2025-09-20,Uttar Pradesh,Aligarh,1195,235,1430,1032.0,653.0,1391.2857142857142,5762.36,9943.660588871015,0.24811915271647098,Low,-0.43564684398060877,0,0,20,9,5,2025
2025-10-13,Uttar Pradesh,Aligarh,1,2,3,198.0,74.0,1363.4285714285713,5540.846153846154,9808.012462032488,0.0005413358503136972,Low,-0.5645671442748559,0,0,13,10,0,2025
2025-10-15,Uttar Pradesh,Aligarh,573,288,861,1474.0,601.0,1275.857142857143,5367.518518518518,9659.62557950267,0.1603794411866161,Low,-0.4664830948505215,0,0,15,10,2,2025
2025-10-16,Uttar Pradesh,Aligarh,553,284,837,1768.0,721.0,1142.857142857143,5205.714285714285,9517.644560993962,0.16075397152028975,Low,-0.45896390580825436,0,0,16,10,3,2025
2025-10-17,Uttar Pradesh,Aligarh,545,245,790,1660.0,1079.0,1018.5714285714286,5053.448275862069,9382.042564640657,0.1562979690132966,Low,-0.4543780172039907,0,0,17,10,4,2025
2025-10-18,Uttar Pradesh,Aligarh,646,273,919,1689.0,1110.0,908.5714285714286,4915.633333333333,9249.715948978193,0.18691652146794216,Low,-0.43203502900494845,0,0,18,10,5,2025
2025-10-19,Uttar Pradesh,Aligarh,528,248,776,1520.0,1360.0,802.2857142857143,4189.366666666667,8652.302721135044,0.1851866582876598,Low,-0.39445825214571245,0,0,19,10,6,2025
2025-10-20,Uttar Pradesh,Aligarh,8,14,22,1430.0,1032.0,601.1428571428571,3274.5666666666666,7477.477546667692,0.006716395127560626,Low,-0.43492363871787865,0,0,20,10,0,2025
2025-10-21,Uttar Pradesh,Aligarh,34,23,57,3.0,198.0,608.8571428571429,2433.1,6229.558097738828,0.02341727948728483,Low,-0.381362305386788,0,0,21,10,1,2025
2025-10-22,Uttar Pradesh,Aligarh,3,0,3,861.0,1474.0,486.2857142857143,1762.0333333333333,5266.853529603686,0.0017016127507515457,Low,-0.3339184211269575,0,0,22,10,2,2025
2025-10-23,Uttar Pradesh,Aligarh,36,12,48,837.0,1768.0,373.57142857142856,780.2333333333333,556.0593917257233,0.06144131074796262,Low,-1.3144618764346399,0,0,23,10,3,2025
2025-10-24,Uttar Pradesh,Aligarh,567,292,859,790.0,1660.0,383.42857142857144,793.5,552.9193212956243,1.08118313404657,Medium,0.11824826735921519,0,0,24,10,4,2025
2025-10-25,Uttar Pradesh,Aligarh,338,199,537,919.0,1689.0,328.85714285714283,785.3,554.9009945864651,0.6829454406714994,Low,-0.44666226975310663,0,0,25,10,5,2025
2025-10-26,Uttar Pradesh,Aligarh,685,344,1029,776.0,1520.0,365.0,793.8,556.672156349783,1.2946653246099649,Medium,0.42175317042810717,0,0,26,10,6,2025
2025-10-27,Uttar Pradesh,Aligarh,557,284,841,22.0,1430.0,482.0,802.1666666666666,555.3882198179833,1.0471052085494916,Medium,0.06979539097006277,0,0,27,10,0,2025
2025-10-28,Uttar Pradesh,Aligarh,460,223,683,57.0,3.0,571.4285714285714,821.1333333333333,540.5955039126017,0.8307654881608822,Low,-0.25504889227371463,0,0,28,10,1,2025
2025-10-29,Uttar Pradesh,Aligarh,672,292,964,3.0,861.0,708.7142857142857,831.5,540.2419477131617,1.157957957957958,Medium,0.24480733719889006,0,0,29,10,2,2025
2025-10-30,Uttar Pradesh,Aligarh,530,272,802,48.0,837.0,816.4285714285714,855.7666666666667,521.0525609420924,0.9360775006808544,Low,-0.10299090683443769,0,0,30,10,3,2025
2025-10-31,Uttar Pradesh,Aligarh,473,234,707,859.0,790.0,794.7142857142857,859.3,519.6228174490976,0.821806346623271,Low,-0.29253423955989144,0,0,31,10,4,2025
2025-11-01,Uttar Pradesh,Aligarh,939,534,1473,537.0,919.0,928.4285714285714,884.3666666666667,530.7405030795566,1.6637174805165469,High,1.1069935991790807,0,0,1,11,5,2025
2025-11-02,Uttar Pradesh,Aligarh,1065,444,1509,1029.0,776.0,997.0,898.7,541.8677883025946,1.6772257419139713,High,1.1242147962181515,0,0,2,11,6,2025
2025-11-03,Uttar Pradesh,Aligarh,1332,708,2040,841.0,22.0,1168.2857142857142,929.7,579.6576962548947,2.1918985709680885,High,1.9121420540211096,0,0,3,11,0,2025
2025-11-04,Uttar Pradesh,Aligarh,111,68,179,683.0,57.0,1096.2857142857142,890.3333333333334,589.4471011527809,0.20082273747195212,Low,-1.20473676971999,0,0,4,11,1,2025
2025-11-05,Uttar Pradesh,Aligarh,474,234,708,964.0,3.0,1059.7142857142858,879.5333333333333,589.7300804741413,0.8040581465778316,Low,-0.2903751459476288,0,0,5,11,2,2025
2025-11-06,Uttar Pradesh,Aligarh,1065,451,1516,802.0,48.0,1161.7142857142858,923.4666666666667,586.2906030837552,1.6398644263359052,High,1.008926977925493,0,0,6,11,3,2025
2025-11-07,Uttar Pradesh,Aligarh,430,214,644,707.0,859.0,1152.7142857142858,895.8,578.9531217994465,0.7181088314005353,Low,-0.4341730228448962,0,0,7,11,4,2025
2025-11-08,Uttar Pradesh,Aligarh,201,69,270,1473.0,537.0,980.8571428571429,845.8666666666667,565.5789669144681,0.3188223254349366,Low,-1.016392595374266,0,0,8,11,5,2025
2025-11-09,Uttar Pradesh,Aligarh,453,222,675,1509.0,1029.0,861.7142857142857,813.0333333333333,544.8995151485641,0.8292043732852873,Low,-0.2528548377548351,0,0,9,11,6,2025
2025-11-10,Uttar Pradesh,Aligarh,717,300,1017,2040.0,841.0,715.5714285714286,790.6333333333333,520.9335441984987,1.28468567097562,Medium,0.4337078334642853,0,0,10,11,0,2025
